Observations,Cumulative Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,CAGR,Average Daily Turnover,Annualized Turnover
751,0.74999860,0.19784604,0.14167941,1.39643468,-0.18947061,0.20656836,0.00642659,1.61949945
